法人の名称フリガナ,法人の名称,ホームページアドレス,事業の種類
コウエキシャダンホウジンヨコスカセイネンカイギショ,公益社団法人横須賀青年会議所,http://www.yokosukajc.com/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業"
コウエキザイダンホウジントクシマサンギョウシンコウキコウ,公益財団法人とくしま産業振興機構,https://www.our-think.or.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業"
コウエキザイダンホウジンキタキュウシュウカンコウコンベンションキョウカイ,公益財団法人北九州観光コンベンション協会,https://hello-kitakyushu.or.jp,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地域社会の健全な発展を目的とする事業
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業
一般消費者の利益の擁護又は増進を目的とする事業"
イッパンザイダンホウジントヨタコハンコウエンカンリザイダン,一般財団法人豊田湖畔公園管理財団,http://toyotakohan.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジン　オカヤマシコウエンキョウカイ,公益財団法人岡山市公園協会,http://www.okayama-park.or.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジン　コシジミズトミドリノカイ,公益財団法人こしじ水と緑の会,https://www.koshiji-nf.org,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジン　ヤワタシコウエンシセツジギョウダン,公益財団法人八幡市公園施設事業団,http://www.yawatataiikukan.jp,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンウジシコウエンコウシャ,公益財団法人宇治市公園公社,http://uji-citypark.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンオノシトシシセツカンリキョウカイ,公益財団法人小野市都市施設管理協会,http://www.cityono.jp,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンカスガイシスポーツフレアイザイダン,公益財団法人春日井市スポーツ・ふれあい財団,https://www.spofure-kasugai.or.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンカナザワシスポーツジギョウダン,公益財団法人金沢市スポーツ事業団,https://www.kanazawa-sports.jp/,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンキョウタンゴシコウエンリョッカジギョウダン,公益財団法人京丹後市公園緑化事業団,,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンナゴヤコウリョクチホゼンキョウカイ,公益財団法人名古屋港緑地保全協会,http://www.npgpa.jp,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンヒサヤマケンコウデンエントシザイダン,公益財団法人久山健康田園都市財団,,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
コウエキザイダンホウジンフクオカケンスポーツシンコウセンター,公益財団法人福岡県スポーツ振興センター,http://www.sponet.pref.fukuoka.jp,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業
地球環境の保全又は自然環境の保護及び整備を目的とする事業"
